product_name,product_price,product_data,product_rateing,img_link
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",5.0 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",2.2 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 6Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Red)",599," Get it by Friday, June 25FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/516P6a3hxXS._AC_UY218_.jpg
boAt Bassheads 225 in Ear Wired Earphones with Mic(Black),549, FREE Delivery by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/61iSV4o+X-L._AC_UY218_.jpg
boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),549," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61fFdoB6VzL._AC_UY218_.jpg
"Boult Audio ProBass CurvePro Bluetooth Neckband with Vibration Alert for Calls, in-Ear Wireless Earphones with 12 Hour Battery Life, Fast Charging & in-Built Mic, IPX5 Sweatproof Headphones (Grey)","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",3.5 out of 5 stars,https://m.media-amazon.com/images/I/71bOBMl3+sL._AC_UY218_.jpg
boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),399," Get it by Tomorrow, June 22FREE Delivery over ₹499. Fulfilled by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61l+14s5QVL._AC_UY218_.jpg
Cosmic Byte Over the Ear Headsets with Mic & LED - G4000 Edition (Blue),"1,099"," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51LmzwpcHhL._AC_UY218_.jpg
"Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)","1,699"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/61ECm9HL6FL._AC_UY218_.jpg
"Infinity Glide 510 by Harman (JBL, HK, Infinity), 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Black)","1,699"," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/716Il5U5F4L._AC_UY218_.jpg
"Boult Audio ProBass Flex Over-Ear Wireless Bluetooth Headphones with Mic & Extra Bass, Headset with Wired Connectivity Option & Long Battery Life","1,199",FREE Delivery by Amazon,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71AD5iVm62L._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,3.5 out of 5 stars.,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
"Boult Audio ProBass CurvePro Bluetooth Neckband with Vibration Alert for Calls, in-Ear Wireless Earphones with 12 Hour Battery Life, Fast Charging & in-Built Mic, IPX5 Sweatproof Headphones (Grey)","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/71bOBMl3+sL._AC_UY218_.jpg
boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),399," Get it by Tomorrow, June 22FREE Delivery over ₹499. Fulfilled by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/61l+14s5QVL._AC_UY218_.jpg
"Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)","1,699"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/61ECm9HL6FL._AC_UY218_.jpg
"Infinity Glide 510 by Harman (JBL, HK, Infinity), 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Black)","1,699"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/716Il5U5F4L._AC_UY218_.jpg
"Zebronics Zeb-Symphony ​Wireless ​In Ear​ ​Neckband Earphone​ ​with BT 5.0, Dual Pairing, Call Function, Splash Proof, Magnetic Earpiece",599," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/717aeqCigsL._AC_UY218_.jpg
"WeCool N1 Bluetooth Headphones with Dynamic Drivers for Immersive Music Experience, IPX5 Sweatproof, 12 Hours Playtime, Flexible Neckband Earphones (Black)",699," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/61aroT+y8iL._AC_UY218_.jpg
"pTron Bassbuds Jets True Wireless Bluetooth 5.0 Headphones, 20Hrs Total Playback with Case, Deep Bass, Touch Control, IPX4 Water Resistant, Voice Assistant, Built-in Mic & Digital Display (Black)",999," Get it by Monday, June 28FREE Delivery by Amazon",4.2 out of 5 stars,https://m.media-amazon.com/images/I/5129tlcwEKS._AC_UY218_.jpg
"Mi Super Bass On-Ear Wireless Headphones with Mic, (Black & Red)","1,798",FREE Delivery by Amazon,3.3 out of 5 stars,https://m.media-amazon.com/images/I/71s9FMKzr+L._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",3.5 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
"Boult Audio ProBass Flex Over-Ear Wireless Bluetooth Headphones with Mic & Extra Bass, Headset with Wired Connectivity Option & Long Battery Life","1,199",FREE Delivery by Amazon,3.6 out of 5 stars,https://m.media-amazon.com/images/I/71AD5iVm62L._AC_UY218_.jpg
OTOS Headphone for Mi Compatible Basic Headphones with Mic for Mi Redmi Note 9 9pro 8 8pro 7 7s 7pro Note 6 6pro 5 5pro Mi 4A 6 8 9 cc9 Poco F1 F2 Mi A1 A2 A3 K10 K20 K30 Y1 Y2 Y3 Extra Sound Bass Noise Cancellation-Assorted,349,"Get it Sunday, June 27 - Monday, June 28",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61zzoRHXevL._AC_UY218_.jpg
Rewy P47 Wireless Sports Bluetooth Headphone with Mic/SD/AUX Support Playing Time Upto 10hrs for All Mobiles & Other Devices (Multicolor),489," Get it by Friday, June 25FREE Delivery over ₹499. Fulfilled by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/610oy6FbzvL._AC_UY218_.jpg
"Tribit Wireless Bluetooth Headphones Over Ear,Bluetooth 5.0 On Ear Headphone with CVC 8.0 Noise Cancelling Mic,HiFi Sound,Deep Bass,USB Lightening Fast Charge,24H Playtime,Tribit XFree Go Headsets","2,599"," Get it by Thursday, June 24FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71DbAq4nG1L._AC_UY218_.jpg
Ant Esports H520W World of Warships Edition Wired Gaming Headset for PC / PS4 / Xbox One/Nintendo Switch/Computer and Mobile - White,699," Get it by Friday, June 25FREE Delivery by Amazon",5.0 out of 5 stars,https://m.media-amazon.com/images/I/51g8jKlBg9L._AC_UY218_.jpg
Samsung EHS64 EHS64AVFBECINU Hands-Free with Remote Note (Black),449," Get it by Friday, June 25FREE Delivery over ₹499. Fulfilled by Amazon",3.1 out of 5 stars,https://m.media-amazon.com/images/I/31+GLbqRPtL._AC_UY218_.jpg
Lopina SH-12 Wireless Universal Bluetooth Headphone Headset with FM and SD Card Slot for Music and Calling Control (Black),489,"Get it Friday, June 25 - Tuesday, June 29",4.3 out of 5 stars,https://m.media-amazon.com/images/I/61xaolOBMcL._AC_UY218_.jpg
Zinq Technologies Erupt 4155 Super Bass Bluetooth On-Ear Headphones with Mic (Black),799," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/51vybPvEoxL._AC_UY218_.jpg
BigPassport USB Headphone Headset with Mic & Inbuilt Sound Controls for Computer & Laptop | Noise Cancellation with Auto Voice Enhancement | Skype Call & Zoom Call Headphone (Model: Pro-Tech 440),980," Get it by Thursday, June 24FREE Delivery by Amazon",4.2 out of 5 stars,https://m.media-amazon.com/images/I/6162SJQMMQL._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
Noise Air Buds Truly Headphone - ICY White,"2,298"," Get it by Thursday, June 24FREE Delivery by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51jR6miqHTS._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,3.5 out of 5 stars.,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
"Zebronics Zeb-200HM Headphone with Mic, Dual 3.5mm Connectors, Adjustable Headband & Mic, for PC Computers/Laptop",565,"Get it Friday, June 25 - Saturday, June 26₹72 shipping",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/7179kqSfnAL._AC_UY218_.jpg
Wireless Bluetooth Neckband (Buy 1 GET 1 Free) (Under 700) Earphone Headset Portable with All Smart Phones Headphone Sports Running Sweatproof with USB Cable (Free) Combo HBS 730 (Black) (2),590," Get it by Sunday, June 27FREE Delivery",3.8 out of 5 stars,https://m.media-amazon.com/images/I/51vC7BjjymS._AC_UY218_.jpg
"ROCK LYFE P47 Wireless Bluetooth Headphones 5.0+EDR with Volume Control, HD Sound and Bass, Mic, SD Card Slot and (Black) & Magnet Bluetooth Headsets (Black) Combo",599," Get it by Saturday, July 3FREE Delivery",3.6 out of 5 stars,https://m.media-amazon.com/images/I/31rVXhfa8xL._AC_UY218_.jpg
Ktech Super Extra Bass Wired Headphone with Mic On-Ear-Headphone and Compatible with All Mobiles & Desktop - Blue,299,"Get it Saturday, June 26 - Sunday, June 27FREE Delivery",3.2 out of 5 stars,https://m.media-amazon.com/images/I/61qrVPe-xvS._AC_UY218_.jpg
Infinity by Harman Zip 100 in-Ear Immersive Bass Tangle Free Flat Cable Headphones with Mic (Charcoal Black),469," Get it by Tomorrow, June 22FREE Delivery by Amazon",5.0 out of 5 stars,https://m.media-amazon.com/images/I/61uxOS8mhfL._AC_UY218_.jpg
"Elista Multimedia Headphone Crown EW100CM with Mic, Adjustable Headband for PC/Laptop (Double Pin Connector-for PC/Laptop with Separate Mic and Headphone Connection Port)",499,"Get it Friday, June 25 - Saturday, June 26FREE Delivery",3.5 out of 5 stars,https://m.media-amazon.com/images/I/51JGbPaDdMS._AC_UY218_.jpg
Onumtz Combo Single Ear S530 Earphone with Magnetic Wireless Bluetooth Neckband Built-in Mic Noise Cancellation Headphone for All Android Smartphone & iOS Devices,349," Get it by Friday, June 25FREE Delivery",3.9 out of 5 stars,https://m.media-amazon.com/images/I/31PwdjW1lrS._AC_UY218_.jpg
Heypex SH-12 On- Ear Bluetooth Headphone Impressive Bass Sound with SD/FM/AUX Support for All Smartphones (Multi-Colour),519," Get it by Friday, June 25FREE Delivery by Amazon",1.0 out of 5 stars,https://m.media-amazon.com/images/I/416IIvF2jVL._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",5.0 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
boAt Rockerz 255 Pro+ Bluetooth in-Ear Headphone with Mic(Active Black),"1,499",FREE Delivery by Amazon,3.8 out of 5 stars,https://m.media-amazon.com/images/I/615pU4AXg4L._AC_UY218_.jpg
"LOWFE QC-10 Wireless Neckband Headset with 6-7 Hour Battery Life, IPX5 Sweatproof Headphones. with Black Sensitive Touch Screen Pubg Triggers with L1 RI Shooting Aim Button Controller",379," Get it by Sunday, June 27FREE Delivery",3.7 out of 5 stars,https://m.media-amazon.com/images/I/41ACUcwSGlL._AC_UY218_.jpg
"pTron Tangent Lite Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 6Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic - (Black & Yellow)",599," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51qLX2n4bNS._AC_UY218_.jpg
Jecool SH12 Wireless Bluetooth Headphone for Mobile with Mic with FM and SD Card Slot with Music and Calling Controls (Black),499," Get it by Saturday, June 26FREE Delivery",1.0 out of 5 stars,https://m.media-amazon.com/images/I/51BVbbEHe4L._AC_UY218_.jpg
"pTron Pride Lite HBE (High Bass Earphones) in-Ear Wired Headphones with in-line Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Black)",249," Get it by Tomorrow, June 22FREE Delivery over ₹499. Fulfilled by Amazon",3.5 out of 5 stars,https://m.media-amazon.com/images/I/51opLBd1kgL._AC_UY218_.jpg
boAt Rockerz 400 Bluetooth On-Ear Headphone with Mic(Carbon Black),"1,299"," Get it by Thursday, June 24FREE Delivery by Amazon",2.2 out of 5 stars,https://m.media-amazon.com/images/I/61stQYWQO4L._AC_UY218_.jpg
"Havit H2032d Over Ear Wired Gaming Headset with Boom Microphone & LED for PC, Laptop, PS4, Xbox, Switch, Black",859," Get it by Friday, June 25FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/510b6UbWY+L._AC_UY218_.jpg
HP B4B09PA Headphones with Mic (Black),679," Get it by Thursday, June 24FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/41nWgP6hr2L._AC_UY218_.jpg
"Boult Audio ProBass Flex Over-Ear Wireless Bluetooth Headphones with Mic & Extra Bass, Headset with Wired Connectivity Option & Long Battery Life","1,199",FREE Delivery by Amazon,3.7 out of 5 stars,https://m.media-amazon.com/images/I/71AD5iVm62L._AC_UY218_.jpg
"Sony WH-CH710N Noise Cancelling Wireless Headphones : Bluetooth Over The Ear Headset with Mic for Phone-Call, 35 Hours Battery Life, Quick Charge and Google Assitant - Black","7,990"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/61N6Ai7RkJL._AC_UY218_.jpg
"Boult Audio ProBass FluidX Over-Ear Unbreakable Wireless Bluetooth Headphones with Microphone, Headset with Passive Noise Cancellation & Long Battery Life","1,099",FREE Delivery by Amazon,3.5 out of 5 stars.,https://m.media-amazon.com/images/I/81BrGPH+g1L._AC_UY218_.jpg
"MYXR+ Active Noise Cancelling(ANC) Wireless Headphones MX36 (Platinum) : 50 Hours Battery, Qualcomm 5.0 Bluetooth Chip, Type-C Fast Charging","6,499"," Get it by Saturday, June 26FREE Delivery by Amazon",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/71012pZfQlL._AC_UY218_.jpg
"Gizmore Giz MH421 Srround Sound Music, Volume Control Noise Isolation Corded Headphones with Mic",599,"Get it Sunday, June 27 - Monday, June 28₹69 shipping",3.2 out of 5 stars.,https://m.media-amazon.com/images/I/41Tmc1Gqk-L._AC_UY218_.jpg
"KTCOO Metal Type C Earphone with Mic for Calling, C Type Jack Headphone HD bass and HiFi Stereo Type C Earphones Compatible for All OnePlus Series One Plus 6/6T/7/7T/8/8 Pro/8T/9/9R/ Nord (Rosegold)",549," Get it by Friday, June 25FREE Delivery by Amazon",3.8 out of 5 stars,https://m.media-amazon.com/images/I/51lHCp48H9S._AC_UY218_.jpg
Xiaomi Redmi Hi-Resolution Audio Wired in The Ear Headphone with Mic (Red),399," Get it by Tomorrow, June 22FREE Delivery over ₹499. Fulfilled by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71f5L2RuBwL._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.1 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
"DeoDap Stereo Headphones with Hands-Free Control (1pc, Multicolor)",69," Get it by Friday, June 25FREE Delivery",5.0 out of 5 stars,https://m.media-amazon.com/images/I/41ZgNaFC5bL._AC_UY218_.jpg
"Techfire Tune 200 Bluetooth 5.0 Wireless Headphones with Hi-Fi Stereo Sound, 10Hrs Playtime, Lightweight Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Voice Assistant & Mic (Black)",499," Get it by Wednesday, June 30FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61ST59074zS._AC_UY218_.jpg
"(Renewed) Cosmic Byte Stardust Headset with Flexible Mic for PS4, Xbox One, Laptop, PC, iPhone and Android Phones (Black/Blue)",679," Get it by Friday, June 25FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/619frvsnJrL._AC_UY218_.jpg
boAt Bassheads 100 in Ear Wired Earphones with Mic(White),399," Get it by Tomorrow, June 22FREE Delivery over ₹499. Fulfilled by Amazon",3.2 out of 5 stars,https://m.media-amazon.com/images/I/71e1SSUhZeL._AC_UY218_.jpg
"Boult Audio ProBass Thunder Over-Ear Wireless Bluetooth Headphones with Mic, Headset with Passive Noise Cancellation & Long Battery Life","1,199"," Get it by Friday, June 25FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/81bgqR0BQhL._AC_UY218_.jpg
Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Orange),849," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.6 out of 5 stars,https://m.media-amazon.com/images/I/71YDoi-vKYL._AC_UY218_.jpg
"Zebronics Zeb-Calyx, Wired Earphone Comes with 10mm Drivers, 3.5mm connectivity, in-line Microphone & 1.2 Meter Strong & Long Lasting Cable(Black)",225," Get it by Friday, June 25FREE Delivery over ₹499. Fulfilled by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71AUNLjgcEL._AC_UY218_.jpg
TEQNEQ Combo Single Ear S530 Earphone with Magnetic Wireless Bluetooth Neckband Built-in Mic Noise Cancellation Headphone for All Android Smartphone & iOS Devices,349," Get it by Friday, June 25FREE Delivery",3.8 out of 5 stars,https://m.media-amazon.com/images/I/31Svu0MjV0S._AC_UY218_.jpg
"Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)","1,699"," Get it by Tomorrow, June 22FREE Delivery by Amazon",3.7 out of 5 stars,https://m.media-amazon.com/images/I/61ECm9HL6FL._AC_UY218_.jpg
Aerizo FH54 Wired Solo HD Headphone with 3.5mm Jack | Deep Bass | Mic & Noise Cancellation Compatible with All Smartphones/Laptops/Tablet,229,"Get it Saturday, June 26 - Sunday, June 27₹80 shipping",3.3 out of 5 stars,https://m.media-amazon.com/images/I/41SFUMQ6F5L._AC_UY218_.jpg
(Renewed) Zebronics Zeb-Rush Premium Gaming Headphone with RGB Lights and 40mm Neodymium Drivers(Red),"1,299"," Get it by Friday, June 25FREE Delivery by Amazon",3.9 out of 5 stars,https://m.media-amazon.com/images/I/515znLnBQFS._AC_UY218_.jpg
"EDYELL® C5M True Wireless Earbuds/Earphones/in-Ear TWS Stereo Headphones with Advanced Bluetooth V5.0 IPX7 Waterproof Extra-Long Playtime, Built-in Mic with Deep Bass for Sports and Workout",799," Get it by Tomorrow, June 22FREE Delivery by Amazon",2.7 out of 5 stars,https://m.media-amazon.com/images/I/61TrSPhuYTS._AC_UY218_.jpg
JBL C200SI by Harman Super Deep Bass in-Ear Premium Headphones with Mic (Mystic Blue),"1,699"," Get it by Tomorrow, June 22FREE Delivery by Amazon",4.1 out of 5 stars,https://m.media-amazon.com/images/I/61JPsoOQ7zL._AC_UY218_.jpg
"Infinity Glide 510 by Harman (JBL, HK, Infinity), 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Black)","1,199",FREE Delivery by Amazon,4.2 out of 5 stars,https://m.media-amazon.com/images/I/716Il5U5F4L._AC_UY218_.jpg
